,index,age,gender,education,job,experience,salary,country,race
1290,1290,38.0,Female,Master's Degree,Back end Developer,10.0,155000.0,Australia,Asian
1291,1291,34.0,Male,Master's Degree,Full Stack Engineer,6.0,125000.0,USA,Hispanic
1292,1292,46.0,Female,PhD,Software Engineer Manager,14.0,180000.0,China,Korean
1293,1293,30.0,Male,Bachelor's Degree,Back end Developer,4.0,95000.0,China,Chinese
1294,1294,44.0,Female,Master's Degree,Senior Software Engineer,11.0,170000.0,Canada,White
1295,1295,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,USA,Asian
1296,1296,,Male,PhD,Senior Project Engineer,14.0,175000.0,China,Korean
1297,1297,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,UK,Mixed
1298,1298,54.0,Male,PhD,Software Engineer Manager,18.0,195000.0,Canada,Black
1299,1299,,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Canada,Black
1300,1300,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,China,Chinese
1301,1301,28.0,Female,Master's Degree,Full Stack Engineer,4.0,110000.0,UK,Asian
1302,1302,30.0,Female,Master's Degree,Back end Developer,6.0,130000.0,USA,Asian
1303,1303,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,UK,White
1304,1304,62.0,Male,PhD,Software Engineer Manager,20.0,200000.0,Canada,Asian
1305,1305,62.0,Male,PhD,Software Engineer Manager,19.0,200000.0,Australia,Asian
1306,1306,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,UK,White
1307,1307,31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,UK,Mixed
1308,1308,58.0,Female,PhD,Software Engineer Manager,17.0,195000.0,China,White
1309,1309,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,UK,White
1310,1310,23.0,Female,Bachelor's Degree,Back end Developer,1.0,55000.0,Australia,Asian
1311,1311,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,USA,White
1312,1312,32.0,Female,Master's Degree,Full Stack Engineer,5.0,120000.0,USA,White
1313,1313,52.0,Female,PhD,Software Engineer Manager,16.0,190000.0,Canada,White
1314,1314,32.0,Female,Master's Degree,Full Stack Engineer,6.0,130000.0,China,Korean
1315,1315,50.0,Female,PhD,Software Engineer Manager,16.0,190000.0,USA,Asian
1316,1316,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,China,Chinese
1317,1317,34.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,UK,White
1318,1318,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Australia,White
1319,1319,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,USA,Asian
1320,1320,55.0,Male,PhD,Software Engineer Manager,17.0,190000.0,Canada,White
1321,1321,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Australia,Australian
1322,1322,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0,UK,Asian
1323,1323,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,UK,Mixed
1324,1324,45.0,Male,PhD,Senior Project Engineer,14.0,185000.0,China,Chinese
1325,1325,23.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,USA,African American
1326,1326,36.0,Female,Master's Degree,Full Stack Engineer,8.0,140000.0,UK,White
1327,1327,47.0,Female,PhD,Senior Software Engineer,14.0,170000.0,Canada,Black
1328,1328,,Male,Master's Degree,Back end Developer,6.0,130000.0,China,Chinese
1329,1329,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0,USA,African American
1330,1330,30.0,Male,Bachelor's Degree,Back end Developer,4.0,95000.0,USA,White
1331,1331,28.0,Female,Bachelor's Degree,Front end Developer,2.0,70000.0,UK,Mixed
1332,1332,43.0,Male,Master's Degree,Senior Project Engineer,12.0,165000.0,Canada,White
1333,1333,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,China,Korean
1334,1334,36.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,UK,White
1335,1335,24.0,Male,Bachelor's Degree,Front end Developer,1.0,60000.0,Australia,White
1336,1336,28.0,Female,Bachelor's Degree,Front end Developer,3.0,80000.0,Australia,Asian
1337,1337,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,China,White
1338,1338,41.0,Female,PhD,Software Engineer Manager,14.0,185000.0,Australia,Asian
1339,1339,26.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Canada,White
1340,1340,28.0,Female,Master's Degree,Back end Developer,3.0,90000.0,USA,White
1341,1341,43.0,Male,PhD,Senior Software Engineer,12.0,170000.0,USA,Asian
1342,1342,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,USA,African American
1343,1343,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Canada,Black
1344,1344,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,USA,Hispanic
1345,1345,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Canada,Asian
1346,1346,44.0,Male,PhD,Senior Project Engineer,12.0,170000.0,Canada,Black
1347,1347,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,Canada,Asian
1348,1348,37.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,China,White
1349,1349,44.0,Female,Master's Degree,Senior Project Engineer,12.0,170000.0,Australia,Asian
1350,1350,56.0,Male,PhD,Software Engineer Manager,18.0,195000.0,Australia,Australian
1351,1351,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Canada,Asian
1352,1352,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,USA,African American
1353,1353,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,China,Korean
1354,1354,31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,Australia,White
1355,1355,,Male,Bachelor's Degree,Front end Developer,1.0,60000.0,Canada,Asian
1356,1356,50.0,Male,PhD,Software Engineer Manager,16.0,190000.0,UK,White
1357,1357,,Male,PhD,Software Engineer Manager,14.0,180000.0,China,White
1358,1358,,Male,Master's Degree,Full Stack Engineer,6.0,130000.0,Canada,Black
1359,1359,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,USA,Asian
1360,1360,41.0,Male,PhD,Senior Project Engineer,12.0,165000.0,Australia,Australian
1361,1361,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,UK,Mixed
1362,1362,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,Australia,Asian
1363,1363,24.0,Male,Bachelor's Degree,Front end Developer,1.0,60000.0,USA,Asian
1364,1364,44.0,Female,Master's Degree,Senior Software Engineer,11.0,170000.0,China,Korean
1365,1365,,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,China,White
1366,1366,,Female,Master's Degree,Full Stack Engineer,4.0,110000.0,Australia,White
1367,1367,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,USA,White
1368,1368,37.0,Male,Master's Degree,Senior Software Engineer,9.0,145000.0,UK,Asian
1369,1369,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,USA,Hispanic
1370,1370,58.0,Male,PhD,Software Engineer Manager,17.0,200000.0,China,White
1371,1371,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Canada,Black
1372,1372,30.0,Male,Bachelor's Degree,Back end Developer,4.0,95000.0,USA,African American
1373,1373,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,USA,Hispanic
1374,1374,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Australia,Asian
1375,1375,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,China,White
1376,1376,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Canada,Asian
1377,1377,54.0,Male,PhD,Software Engineer Manager,18.0,195000.0,USA,White
1378,1378,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,USA,Hispanic
1379,1379,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Canada,Black
1380,1380,31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,UK,Mixed
1381,1381,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,China,Korean
1382,1382,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Canada,White
1383,1383,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Australia,Asian
1384,1384,24.0,Female,Bachelor's Degree,Back end Developer,1.0,60000.0,USA,Hispanic
1385,1385,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Australia,Australian
1386,1386,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,Australia,White
1387,1387,24.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,USA,White
1388,1388,28.0,Female,Bachelor's Degree,Front end Developer,3.0,80000.0,UK,Welsh
1389,1389,,Male,PhD,Senior Project Engineer,13.0,185000.0,Canada,Asian
1390,1390,,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,China,Korean
1391,1391,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0,UK,Asian
1392,1392,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,China,Korean
1393,1393,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,UK,White
1394,1394,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Australia,White
1395,1395,30.0,Female,Master's Degree,Back end Developer,6.0,130000.0,Australia,Australian
1396,1396,,Female,Master's Degree,Full Stack Engineer,4.0,110000.0,China,White
1397,1397,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0,China,Korean
1398,1398,37.0,Male,Master's Degree,Senior Software Engineer,9.0,145000.0,USA,African American
1399,1399,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,China,Korean
1400,1400,43.0,Male,PhD,Senior Project Engineer,12.0,165000.0,China,Chinese
1401,1401,31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,Canada,White
1402,1402,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,China,White
1403,1403,37.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,USA,White
1404,1404,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Australia,Asian
1405,1405,58.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Canada,Asian
1406,1406,,Male,Master's Degree,Back end Developer,6.0,130000.0,China,Chinese
1407,1407,29.0,Female,Bachelor's Degree,Front end Developer,3.0,85000.0,UK,White
1408,1408,52.0,Male,PhD,Software Engineer Manager,18.0,200000.0,China,White
1409,1409,36.0,Male,Master's Degree,Full Stack Engineer,8.0,140000.0,USA,Hispanic
1410,1410,26.0,Male,Bachelor's Degree,Back end Developer,2.0,65000.0,UK,Asian
1411,1411,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Australia,Australian
1412,1412,32.0,Male,Master's Degree,Full Stack Engineer,6.0,120000.0,Canada,Black
1413,1413,29.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,USA,Asian
1414,1414,28.0,Female,Master's Degree,Back end Developer,3.0,90000.0,USA,Hispanic
1415,1415,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,USA,Asian
1416,1416,57.0,Male,PhD,Software Engineer Manager,18.0,200000.0,Australia,Australian
1417,1417,,Male,PhD,Software Engineer Manager,16.0,190000.0,UK,Mixed
1418,1418,28.0,Female,Master's Degree,Full Stack Engineer,4.0,110000.0,Canada,Asian
1419,1419,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0,China,White
1420,1420,27.0,Female,Master's Degree,Back end Developer,2.0,65000.0,Australia,Asian
1421,1421,45.0,Male,PhD,Senior Project Engineer,14.0,185000.0,USA,Hispanic
1422,1422,23.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Australia,Australian
1423,1423,36.0,Male,Master's Degree,Full Stack Engineer,7.0,130000.0,Canada,Asian
1424,1424,,Male,PhD,Senior Project Engineer,16.0,190000.0,China,Korean
1425,1425,33.0,Female,Master's Degree,Full Stack Engineer,5.0,120000.0,Australia,Australian
1426,1426,38.0,Female,Master's Degree,Back end Developer,10.0,155000.0,Australia,Australian
1427,1427,51.0,Male,PhD,Software Engineer Manager,16.0,190000.0,USA,Hispanic
1428,1428,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,Australia,Asian
1429,1429,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,China,Chinese
1430,1430,44.0,Female,Master's Degree,Senior Project Engineer,12.0,170000.0,USA,White
1431,1431,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Australia,Australian
1432,1432,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,UK,Asian
1433,1433,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,USA,African American
1434,1434,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,USA,Asian
1435,1435,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Australia,White
1436,1436,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,China,White
1437,1437,,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,USA,Asian
1438,1438,25.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0,USA,White
1439,1439,50.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Australia,Australian
1440,1440,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0,Canada,White
1441,1441,33.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0,USA,African American
1442,1442,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,USA,Asian
1443,1443,41.0,Male,PhD,Senior Project Engineer,12.0,165000.0,UK,White
1444,1444,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,China,White
1445,1445,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,China,Korean
1446,1446,24.0,Male,Bachelor's Degree,Front end Developer,1.0,60000.0,USA,Hispanic
1447,1447,44.0,Female,Master's Degree,Senior Software Engineer,11.0,170000.0,Australia,Australian
1448,1448,36.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,Australia,Asian
1449,1449,28.0,Female,Master's Degree,Full Stack Engineer,4.0,110000.0,Canada,Asian
1450,1450,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,China,Korean
1451,1451,37.0,Male,Master's Degree,Senior Software Engineer,9.0,145000.0,Canada,Black
1452,1452,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,China,White
1453,1453,58.0,Male,PhD,Software Engineer Manager,17.0,200000.0,Canada,Black
1454,1454,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Canada,White
1455,1455,30.0,Male,Bachelor's Degree,Back end Developer,4.0,95000.0,UK,White
1456,1456,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,UK,White
1457,1457,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,UK,Asian
1458,1458,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,USA,African American
1459,1459,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,USA,Asian
1460,1460,54.0,Male,PhD,Software Engineer Manager,18.0,195000.0,China,Chinese
1461,1461,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,China,Korean
1462,1462,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,China,Korean
1463,1463,31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,Canada,Black
1464,1464,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,Australia,Australian
1465,1465,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Australia,White
1466,1466,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Canada,Asian
1467,1467,24.0,Female,Bachelor's Degree,Back end Developer,1.0,60000.0,Australia,Australian
1468,1468,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,UK,Welsh
1469,1469,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,Australia,White
1470,1470,24.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,UK,Welsh
1471,1471,28.0,Female,Bachelor's Degree,Front end Developer,3.0,80000.0,Australia,White
1472,1472,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,China,White
1473,1473,31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,Australia,White
1474,1474,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0,Australia,White
1475,1475,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Canada,White
1476,1476,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,UK,Welsh
1477,1477,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Canada,White
1478,1478,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Canada,Asian
1479,1479,40.0,Male,PhD,Senior Software Engineer,12.0,160000.0,UK,Mixed
1480,1480,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,China,White
1481,1481,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Australia,White
1482,1482,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,USA,African American
1483,1483,,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,UK,White
1484,1484,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Canada,Black
1485,1485,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,China,Korean
1486,1486,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Canada,Black
1487,1487,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,USA,Asian
1488,1488,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,China,White
1489,1489,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Australia,Asian
1490,1490,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,UK,Mixed
1491,1491,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,China,Chinese
1492,1492,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,Australia,Australian
1493,1493,24.0,Male,Bachelor's Degree,Back end Developer,1.0,55000.0,Canada,White
1494,1494,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Australia,Asian
1495,1495,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,China,Chinese
1496,1496,,Male,PhD,Senior Project Engineer,13.0,185000.0,Australia,Australian
1497,1497,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Australia,Australian
1498,1498,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,China,Korean
1499,1499,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Canada,White
1500,1500,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,UK,Mixed
1501,1501,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,USA,Asian
1502,1502,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,China,Chinese
1503,1503,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Australia,Australian
1504,1504,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,UK,Mixed
1505,1505,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Australia,White
1506,1506,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Canada,White
1507,1507,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,China,White
1508,1508,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Canada,Asian
1509,1509,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Canada,Asian
1510,1510,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,China,Chinese
1511,1511,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,UK,Mixed
1512,1512,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,China,White
1513,1513,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,USA,Asian
1514,1514,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,UK,Welsh
1515,1515,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,Australia,Asian
1516,1516,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Canada,White
1517,1517,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,UK,Welsh
1518,1518,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Australia,Australian
1519,1519,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,UK,Welsh
1520,1520,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Canada,Black
1521,1521,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Canada,Black
1522,1522,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Canada,Black
1523,1523,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,USA,Asian
1524,1524,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Australia,Australian
1525,1525,,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Canada,White
1526,1526,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,UK,Mixed
1527,1527,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,China,Korean
1528,1528,34.0,Male,Bachelor's Degree,Front end Developer,5.0,95000.0,Canada,White
1529,1529,43.0,Female,Master's Degree,Senior Software Engineer,12.0,170000.0,Australia,Asian
1530,1530,27.0,Male,Bachelor's Degree,Back end Developer,2.0,75000.0,Australia,Asian
1531,1531,56.0,Female,PhD,Software Engineer Manager,18.0,210000.0,China,White
1532,1532,32.0,Male,Master's Degree,Full Stack Engineer,7.0,135000.0,USA,White
1533,1533,40.0,Male,PhD,Senior Software Engineer,12.0,160000.0,China,White
1534,1534,23.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0,USA,African American
1535,1535,46.0,Male,PhD,Senior Project Engineer,16.0,190000.0,UK,White
1536,1536,41.0,Female,PhD,Senior Project Engineer,11.0,165000.0,UK,Asian
1537,1537,28.0,Female,Bachelor's Degree,Front end Developer,3.0,80000.0,Canada,Black
1538,1538,34.0,Male,Bachelor's Degree,Back end Developer,6.0,120000.0,Australia,Asian
1539,1539,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,UK,Mixed
1540,1540,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Canada,Black
1541,1541,,Male,PhD,Software Engineer Manager,16.0,190000.0,UK,Mixed
1542,1542,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,Canada,Black
1543,1543,33.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0,UK,Welsh
1544,1544,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Canada,White
1545,1545,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Canada,White
1546,1546,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,China,Korean
1547,1547,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,USA,Hispanic
1548,1548,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,USA,African American
1549,1549,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Australia,White
1550,1550,31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,China,White
1551,1551,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,USA,White
1552,1552,38.0,Female,Master's Degree,Back end Developer,10.0,155000.0,UK,Asian
1553,1553,,Male,PhD,Software Engineer Manager,16.0,190000.0,Australia,Asian
1554,1554,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,UK,Mixed
1555,1555,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Canada,Asian
1556,1556,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,China,White
1557,1557,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,USA,White
1558,1558,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Australia,Asian
1559,1559,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Australia,Australian
1560,1560,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,Australia,White
1561,1561,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,USA,White
1562,1562,24.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0,Canada,White
1563,1563,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,USA,White
1564,1564,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,Canada,Asian
1565,1565,24.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,UK,Welsh
1566,1566,28.0,Female,Bachelor's Degree,Front end Developer,3.0,80000.0,USA,African American
1567,1567,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,China,White
1568,1568,,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,USA,Asian
1569,1569,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0,China,White
1570,1570,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Australia,Australian
1571,1571,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,USA,African American
1572,1572,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,UK,Mixed
1573,1573,,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Canada,Asian
1574,1574,40.0,Male,PhD,Senior Software Engineer,12.0,160000.0,China,Chinese
1575,1575,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,UK,Welsh
1576,1576,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Canada,Asian
1577,1577,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Australia,Australian
1578,1578,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,USA,African American
1579,1579,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,China,White
1580,1580,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,China,Chinese
1581,1581,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,UK,Asian
1582,1582,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,Australia,Australian
1583,1583,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,UK,Mixed
1584,1584,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,UK,Mixed
1585,1585,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Canada,Black
1586,1586,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Australia,White
1587,1587,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,UK,White
1588,1588,24.0,Male,Bachelor's Degree,Back end Developer,1.0,55000.0,Canada,White
1589,1589,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,USA,White
1590,1590,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Canada,Black
1591,1591,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,USA,Hispanic
1592,1592,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Canada,Asian
1593,1593,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Canada,Asian
1594,1594,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,UK,Welsh
1595,1595,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,USA,Hispanic
1596,1596,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Canada,Asian
1597,1597,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,USA,Asian
1598,1598,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,China,White
1599,1599,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Canada,Black
1600,1600,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Australia,White
1601,1601,,Male,PhD,Senior Software Engineer,14.0,170000.0,China,Korean
1602,1602,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,China,White
1603,1603,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Canada,White
1604,1604,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Canada,Asian
1605,1605,31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,Canada,Asian
1606,1606,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,UK,Asian
